'headings','words','POStags' 
'Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state.Therapeutic effect of digitalis glycosides may be reduced.','Serum|digitalis|glycoside|levels|may|be|reduced|in|hyperthyroidism|or|when|the|hypothyroid|patient|is|converted|to|the|euthyroid|state.Therapeutic|effect|of|digitalis|glycosides|may|be|reduced|.','NN|VBZ|NN|NNS|MD|VB|VBN|IN|NN|CC|WRB|DT|JJ|NN|VBZ|VBN|TO|DT|JJ|JJ|NN|IN|NN|NNS|MD|VB|VBN|.'
'Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state. Therapeutic effect of digitalis glycosides may be reduced.','Serum|digitalis|glycoside|levels|may|be|reduced|in|hyperthyroidism|or|when|the|hypothyroid|patient|is|converted|to|the|euthyroid|state.|Therapeutic|effect|of|digitalis|glycosides|may|be|reduced|.','NN|VBZ|NN|NNS|MD|VB|VBN|IN|NN|CC|WRB|DT|JJ|NN|VBZ|VBN|TO|DT|JJ|NN|JJ|NN|IN|NN|NNS|MD|VB|VBN|.'
"'Simultaneous dosing of Vardenafil 5 mgand Alpha-Blocker,Placebo-Subtracted'","'Simultaneous|dosing|of|Vardenafil|5|mgand|Alpha-Blocker|,|Placebo-Subtracted'","'JJ|NN|IN|NNP|CD|NN|NNP|,|NNP'"
'Simultaneous dosing of Vardenafil and Alpha-Blocker','Simultaneous|dosing|of|Vardenafil|and|Alpha-Blocker','JJ|NN|IN|NNP|CC|NNP'
'Slow-Release Nicotinic Acid','Slow-Release|Nicotinic|Acid','NNP|NNP|NNP'
'St. Johns Wort','St.|Johns|Wort','NNP|NNP|NNP'
"'Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.'","'Stimulation|of|hepatic|microsomal|drug-metabolizing|enzyme|activity|may|cause|increased|hepatic|degradation|of|levothyroxine|,|resulting|in|increased|Ievothyroxine|requirements.|Phenytoin|and|carbamazepine|reduce|serum|protein|binding|of|levothyroxine|,|and|total-|and|free-T4|may|be|reduced|by|20|%|to|40|%|,|but|most|patients|have|normal|serum|TSH|levels|and|are|clinically|euthyroid|.'","'NN|IN|JJ|JJ|JJ|NN|NN|MD|VB|VBN|JJ|NN|IN|NN|,|VBG|IN|VBN|NN|NNS|NN|CC|NN|VBP|NN|NN|NN|IN|NN|,|CC|NN|CC|NN|MD|VB|VBN|IN|CD|NN|TO|CD|NN|,|CC|JJS|NNS|VBP|JJ|NN|NN|NNS|CC|VBP|RB|JJ|.'"
"'Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.'","'Stimulation|of|hepatic|microsomal|drug-metabolizing|enzyme|activity|may|cause|increased|hepatic|degradation|of|levothyroxine|,|resulting|in|increased|Ievothyroxine|requirements.|Phenytoin|and|carbamazepine|reduce|serum|protein|binding|of|levothyroxine|,|and|total-|and|free-T4|may|be|reduced|by|20|%|to|40|%|,|but|most|patients|have|normal|serum|TSH|levels|and|are|clinically|euthyroid|.'","'NN|IN|JJ|JJ|JJ|NN|NN|MD|VB|VBN|JJ|NN|IN|NN|,|VBG|IN|VBN|NN|NNS|NN|CC|NN|VBP|NN|NN|NN|IN|NN|,|CC|NN|CC|NN|MD|VB|VBN|IN|CD|NN|TO|CD|NN|,|CC|JJS|NNS|VBP|JJ|NN|NN|NNS|CC|VBP|RB|JJ|.'"
"'Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.\4'","'Stimulation|of|hepatic|microsomal|drug-metabolizing|enzyme|activity|may|cause|increased|hepatic|degradation|of|levothyroxine|,|resulting|in|increased|Ievothyroxine|requirements.|Phenytoin|and|carbamazepine|reduce|serum|protein|binding|of|levothyroxine|,|and|total-|and|free-T|may|be|reduced|by|20|%|to|40|%|,|but|most|patients|have|normal|serum|TSH|levels|and|are|clinically|euthyroid.\4'","'NN|IN|JJ|JJ|JJ|NN|NN|MD|VB|VBN|JJ|NN|IN|NN|,|VBG|IN|VBN|NN|NNS|NN|CC|NN|VBP|NN|NN|NN|IN|NN|,|CC|NN|CC|NN|MD|VB|VBN|IN|CD|NN|TO|CD|NN|,|CC|JJS|NNS|VBP|JJ|NN|NN|NNS|CC|VBP|RB|CD'"
"'Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.'","'Stimulation|of|hepatic|microsomal|drug-metabolizing|enzyme|activity|may|cause|increased|hepatic|degradation|of|levothyroxine|,|resulting|in|increased|Ievothyroxine|requirements.|Phenytoin|and|carbamazepine|reduce|serum|protein|binding|of|levothyroxine|,|and|total-|and|free-T4|may|be|reduced|by|20|%|to|40|%|,|but|most|patients|have|normal|serum|TSH|levels|and|are|clinically|euthyroid|.'","'NN|IN|JJ|JJ|JJ|NN|NN|MD|VB|VBN|JJ|NN|IN|NN|,|VBG|IN|VBN|NN|NNS|NN|CC|NN|VBP|NN|NN|NN|IN|NN|,|CC|NN|CC|NN|MD|VB|VBN|IN|CD|NN|TO|CD|NN|,|CC|JJS|NNS|VBP|JJ|NN|NN|NNS|CC|VBP|RB|JJ|.'"
"'Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased levothyroxine requirements.Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.'","'Stimulation|of|hepatic|microsomal|drug-metabolizing|enzyme|activity|may|cause|increased|hepatic|degradation|of|levothyroxine|,|resulting|in|increased|levothyroxine|requirements.Phenytoin|and|carbamazepine|reduce|serum|protein|binding|of|levothyroxine|,|and|total-|and|free-T4|may|be|reduced|by|20|%|to|40|%|,|but|most|patients|have|normal|serum|TSH|levels|and|are|clinically|euthyroid|.'","'NN|IN|JJ|JJ|JJ|NN|NN|MD|VB|VBN|JJ|NN|IN|NN|,|VBG|IN|VBN|NN|NN|CC|NN|VBP|NN|NN|NN|IN|NN|,|CC|NN|CC|NN|MD|VB|VBN|IN|CD|NN|TO|CD|NN|,|CC|JJS|NNS|VBP|JJ|NN|NN|NNS|CC|VBP|RB|JJ|.'"
'Table 13. Established and Other Potentially Significant Drug Interactions','Table|13.|Established|and|Other|Potentially|Significant|Drug|Interactions','JJ|CD|JJ|CC|JJ|NNP|NNP|NNP|NNP'
'Tamoxifen','Tamoxifen','NN'
'Telaprevir','Telaprevir','NNP'
'The appropriate doses of the combination of and nevirapine and saquinavir/ritonavir with respect to safety and efficacy have not been established.','The|appropriate|doses|of|the|combination|of|and|nevirapine|and|saquinavir/ritonavir|with|respect|to|safety|and|efficacy|have|not|been|established|.','DT|JJ|NNS|IN|DT|NN|IN|CC|NN|CC|NN|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The appropriate doses of the combination of nevirapine and nelfinavir with respect to safety and efficacy have not been established.','The|appropriate|doses|of|the|combination|of|nevirapine|and|nelfinavir|with|respect|to|safety|and|efficacy|have|not|been|established|.','DT|JJ|NNS|IN|DT|NN|IN|NN|CC|NN|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The appropriate doses of the combination of nevirapine and saquinavir/ritonavir with respect to safety and efficacy have not been established.','The|appropriate|doses|of|the|combination|of|nevirapine|and|saquinavir/ritonavir|with|respect|to|safety|and|efficacy|have|not|been|established|.','DT|JJ|NNS|IN|DT|NN|IN|NN|CC|NN|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The appropriate doses of these combinations with respect to safety and efficacy have not been established.','The|appropriate|doses|of|these|combinations|with|respect|to|safety|and|efficacy|have|not|been|established|.','DT|JJ|NNS|IN|DT|NNS|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The appropriate doses of these combinations with respect to safety and efficacy have not been established.Plasma concentrations may be altered.Nevirapine should not be coadministered with another NNRTI as this combination has not been shown to be beneficial.','The|appropriate|doses|of|these|combinations|with|respect|to|safety|and|efficacy|have|not|been|established.Plasma|concentrations|may|be|altered.Nevirapine|should|not|be|coadministered|with|another|NNRTI|as|this|combination|has|not|been|shown|to|be|beneficial|.','DT|JJ|NNS|IN|DT|NNS|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|NN|NNS|MD|VB|NN|MD|RB|VB|VBN|IN|DT|NN|IN|DT|NN|VBZ|RB|VBN|VBN|TO|VB|JJ|.'
'The appropriate doses of this combination of indinavir and nevirapine with respect to efficacy and safety have not been established.','The|appropriate|doses|of|this|combination|of|indinavir|and|nevirapine|with|respect|to|efficacy|and|safety|have|not|been|established|.','DT|JJ|NNS|IN|DT|NN|IN|NN|CC|NN|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The appropriate doses of this combination of indinavir and nevirapine with respect to efficacy and safety have not been established. ','The|appropriate|doses|of|this|combination|of|indinavir|and|nevirapine|with|respect|to|efficacy|and|safety|have|not|been|established|.','DT|JJ|NNS|IN|DT|NN|IN|NN|CC|NN|IN|NN|TO|NN|CC|NN|VBP|RB|VBN|VBN|.'
'The concomitant use of beta-blockers and Glucagon for Injection may increase the risk of a temporary increase in heart rate and blood pressure. ','The|concomitant|use|of|beta-blockers|and|Glucagon|for|Injection|may|increase|the|risk|of|a|temporary|increase|in|heart|rate|and|blood|pressure|.','DT|JJ|NN|IN|NNS|CC|NN|IN|NN|MD|VB|DT|NN|IN|DT|JJ|NN|IN|NN|NN|CC|NN|NN|.'
'The interaction between nevirapine and saquinavir/ritonavir has not been evaluated','The|interaction|between|nevirapine|and|saquinavir/ritonavir|has|not|been|evaluated','DT|NN|IN|NN|CC|NN|VBZ|RB|VBN|VBN'
'The interaction between nevirapine saquinavir/ritonavir has not been evaluated','The|interaction|between|nevirapine|saquinavir/ritonavir|has|not|been|evaluated','DT|NN|IN|NN|NN|VBZ|RB|VBN|VBN'
"'The risk may vary with the underlying infection, age and general status of the patient so that the contribution of ciprofloxacin to the increase in INR (international normalized ratio) is difficult to assess. Monitor prothrombin time and INR frequently during and shortly after co-administration of ciprofloxacin with an oral anti-coagulant (for example, warfarin).'","'The|risk|may|vary|with|the|underlying|infection|,|age|and|general|status|of|the|patient|so|that|the|contribution|of|ciprofloxacin|to|the|increase|in|INR|(|international|normalized|ratio|)|is|difficult|to|assess.|Monitor|prothrombin|time|and|INR|frequently|during|and|shortly|after|co-administration|of|ciprofloxacin|with|an|oral|anti-coagulant|(|for|example|,|warfarin|)|.'","'DT|NN|MD|VB|IN|DT|VBG|NN|,|NN|CC|JJ|NN|IN|DT|NN|IN|IN|DT|NN|IN|NN|TO|DT|NN|IN|NN|(|JJ|VBN|NN|)|VBZ|JJ|TO|VB|NNP|NN|NN|CC|NN|RB|IN|CC|RB|IN|NN|IN|NN|IN|DT|JJ|JJ|(|IN|NN|,|NN|)|.'"
"'Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both.Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment.Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients.Interferon-? and -? have not been reported to cause thyroid dysfunction.'","'Therapy|with|interferon-|?|has|been|associated|with|the|development|of|antithyroid|microsomal|antibodies|in|20|%|of|patients|and|some|have|transient|hypothyroidism|,|hyperthyroidism|,|or|both.Patients|who|have|antithyroid|antibodies|before|treatment|are|at|higher|risk|for|thyroid|dysfunction|during|treatment.Interleukin-2|has|been|associated|with|transient|painless|thyroiditis|in|20|%|of|patients.Interferon-|?|and|-|?|have|not|been|reported|to|cause|thyroid|dysfunction|.'","'NN|IN|NN|.|VBZ|VBN|VBN|IN|DT|NN|IN|JJ|JJ|NNS|IN|CD|NN|IN|NNS|CC|DT|VBP|JJ|NN|,|NN|,|CC|NNS|WP|VBP|JJ|NNS|IN|NN|VBP|IN|JJR|NN|IN|JJ|NN|IN|NN|VBZ|VBN|VBN|IN|JJ|JJ|NN|IN|CD|NN|IN|NN|.|CC|HYPH|.|VBP|RB|VBN|VBN|TO|VB|NN|NN|.'"
"'Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both. Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment. Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients. Interferon-? and -? have not been reported to cause thyroid dysfunction.'","'Therapy|with|interferon-|?|has|been|associated|with|the|development|of|antithyroid|microsomal|antibodies|in|20|%|of|patients|and|some|have|transient|hypothyroidism|,|hyperthyroidism|,|or|both.|Patients|who|have|antithyroid|antibodies|before|treatment|are|at|higher|risk|for|thyroid|dysfunction|during|treatment.|Interleukin-2|has|been|associated|with|transient|painless|thyroiditis|in|20|%|of|patients.|Interferon-|?|and|-|?|have|not|been|reported|to|cause|thyroid|dysfunction|.'","'NN|IN|NN|.|VBZ|VBN|VBN|IN|DT|NN|IN|JJ|JJ|NNS|IN|CD|NN|IN|NNS|CC|DT|VBP|JJ|NN|,|NN|,|CC|VB|NNPS|WP|VBP|JJ|NNS|IN|NN|VBP|IN|JJR|NN|IN|JJ|NN|IN|NN|NN|VBZ|VBN|VBN|IN|JJ|JJ|NN|IN|CD|NN|IN|NN|NN|.|CC|HYPH|.|VBP|RB|VBN|VBN|TO|VB|NN|NN|.'"
'These agents have been associated with thyroid hormone and / or TSH level alterations by various mechanisms.','These|agents|have|been|associated|with|thyroid|hormone|and|/|or|TSH|level|alterations|by|various|mechanisms|.','DT|NNS|VBP|VBN|VBN|IN|NN|NN|CC|SYM|CC|NN|NN|NNS|IN|JJ|NNS|.'
'These agents have been associated with thyroid hormone and/or TSH level alterations by various mechanisms.','These|agents|have|been|associated|with|thyroid|hormone|and/or|TSH|level|alterations|by|various|mechanisms|.','DT|NNS|VBP|VBN|VBN|IN|NN|NN|CC|NN|NN|NNS|IN|JJ|NNS|.'
"'Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants.Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis.Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.'","'Thyroid|hormones|appear|to|increase|the|catabolism|of|vitamin|K-dependent|clotting|factors|,|thereby|increasing|the|anticoagulant|activity|of|oral|anticoagulants.Concomitant|use|of|these|agents|impairs|the|compensatory|increases|in|clotting|factor|synthesis.Prothrombin|time|should|be|carefully|monitored|in|patients|taking|levothyroxine|and|oral|anticoagulants|and|the|dose|of|anticoagulant|therapy|adjusted|accordingly|.'","'JJ|NNS|VBP|TO|VB|DT|NN|IN|NN|JJ|NN|NNS|,|RB|VBG|DT|JJ|NN|IN|JJ|JJ|NN|IN|DT|NNS|VBZ|DT|JJ|NNS|IN|VBG|NN|NN|NN|MD|VB|RB|VBN|IN|NNS|VBG|NN|CC|JJ|NNS|CC|DT|NN|IN|JJ|NN|VBN|RB|.'"
"'Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants. Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis. Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.'","'Thyroid|hormones|appear|to|increase|the|catabolism|of|vitamin|K-dependent|clotting|factors|,|thereby|increasing|the|anticoagulant|activity|of|oral|anticoagulants.|Concomitant|use|of|these|agents|impairs|the|compensatory|increases|in|clotting|factor|synthesis.|Prothrombin|time|should|be|carefully|monitored|in|patients|taking|levothyroxine|and|oral|anticoagulants|and|the|dose|of|anticoagulant|therapy|adjusted|accordingly|.'","'JJ|NNS|VBP|TO|VB|DT|NN|IN|NN|JJ|NN|NNS|,|RB|VBG|DT|JJ|NN|IN|JJ|JJ|JJ|NN|IN|DT|NNS|VBZ|DT|JJ|NNS|IN|VBG|NN|NN|NN|NN|MD|VB|RB|VBN|IN|NNS|VBG|NN|CC|JJ|NNS|CC|DT|NN|IN|JJ|NN|VBN|RB|.'"
"'Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.'","'Thyroid|hormones|may|reduce|the|uptake|of|123I|,|131I|,|and|99mTc|.'","'JJ|NNS|MD|VB|DT|NN|IN|NN|,|NN|,|CC|NN|.'"
"'Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.'","'Thyroid|hormones|may|reduce|the|uptake|of|123I|,|131I|,|and|99mTc|.'","'JJ|NNS|MD|VB|DT|NN|IN|NN|,|NN|,|CC|NN|.'"
"'Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.'","'Thyroid|hormones|may|reduce|the|uptake|of|123I|,|131I|,|and|99mTc|.'","'JJ|NNS|MD|VB|DT|NN|IN|NN|,|NN|,|CC|NN|.'"
"'Thyroid hormones may reduce the uptake of I, I, and Tc.\123\131\99m'","'Thyroid|hormones|may|reduce|the|uptake|of|I|,|I|,|and|Tc.\123\131\99m'","'JJ|NNS|MD|VB|DT|NN|IN|NN|,|NN|,|CC|NN'"
'tipranavir/ritonavir\Drug Dose (Schedule)','tipranavir/ritonavir\Drug|Dose|(|Schedule|)','NN|NN|(|NNP|)'
'tipranavir/ritonavir Drug Dose (Schedule)','tipranavir/ritonavir|Drug|Dose|(|Schedule|)','NN|NNP|NNP|(|NNP|)'
'Titratedoseupwards.Donotexceedtwicethepatientsusualdose','Titratedoseupwards.Donotexceedtwicethepatientsusualdose','NN'
'Titratedoseupwards. Donotexceedtwicethepatientsusualdose','Titratedoseupwards.|Donotexceedtwicethepatientsusualdose','NNP|NNP'
'Titratedoseupwards.Donotexceedtwicethepatientsusualdose','Titratedoseupwards.Donotexceedtwicethepatientsusualdose','NN'
'Titratedoseupwards.Donotexceedtwicethepatientsusualdose','Titratedoseupwards.Donotexceedtwicethepatientsusualdose','NN'
"'To avoid the loss of seizure control associated with decreased phenytoin levels and to prevent phenytoin overdose-related adverse reactions upon ciprofloxacin discontinuation in patients receiving both agents, monitor phenytoin therapy, including phenytoin serum concentration during and shortly after co-administration of ciprofloxacin with phenytoin.'","'To|avoid|the|loss|of|seizure|control|associated|with|decreased|phenytoin|levels|and|to|prevent|phenytoin|overdose-related|adverse|reactions|upon|ciprofloxacin|discontinuation|in|patients|receiving|both|agents|,|monitor|phenytoin|therapy|,|including|phenytoin|serum|concentration|during|and|shortly|after|co-administration|of|ciprofloxacin|with|phenytoin|.'","'TO|VB|DT|NN|IN|NN|NN|VBN|IN|VBN|NN|NNS|CC|TO|VB|NN|JJ|JJ|NNS|IN|NN|NN|IN|NNS|VBG|DT|NNS|,|NN|NN|NN|,|VBG|NN|NN|NN|IN|CC|RB|IN|NN|IN|NN|IN|NN|.'"
'Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses: dopamine ( ? 1 mcg/kg/min); Glucocorticoids (hydrocortisone ? 100 mg/day or equivalent); Octreotide ( > 100 mcg/day).','Use|of|these|agents|may|result|in|a|transient|reduction|in|TSH|secretion|when|administered|at|the|following|doses|:|dopamine|(|?|1|mcg/kg/min|)|;|Glucocorticoids|(|hydrocortisone|?|100|mg/day|or|equivalent|)|;|Octreotide|(|>|100|mcg/day|)|.','NN|IN|DT|NNS|MD|VB|IN|DT|JJ|NN|IN|NN|NN|WRB|VBN|IN|DT|VBG|NNS|:|NN|(|.|CD|NN|)|:|NNS|(|NN|.|CD|NN|CC|JJ|)|:|NN|(|SYM|CD|NN|)|.'
'Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses: Dopamine ( ? 1 g/kg/min); Glucocorticoids (hydrocortisone ? 100 mg/day or equivalent); Octreotide ( > 100 g/day).','Use|of|these|agents|may|result|in|a|transient|reduction|in|TSH|secretion|when|administered|at|the|following|doses|:|Dopamine|(|?|1|g/kg/min|)|;|Glucocorticoids|(|hydrocortisone|?|100|mg/day|or|equivalent|)|;|Octreotide|(|>|100|g/day|)|.','NN|IN|DT|NNS|MD|VB|IN|DT|JJ|NN|IN|NN|NN|WRB|VBN|IN|DT|VBG|NNS|:|NN|(|.|CD|NN|)|:|NNS|(|NN|.|CD|NN|CC|JJ|)|:|NN|(|SYM|CD|NN|)|.'
'Use with caution','Use|with|caution','NN|IN|NN'
'Use with caution (Increase in anticoagulant effect)','Use|with|caution|(|Increase|in|anticoagulant|effect|)','NN|IN|NN|(|NN|IN|JJ|NN|)'
